Record_ID,Year,Month,village_name,problem_type,severity,affected_families,ngo_name,ngo_work
F20_REC00038,2021,Feb,"Vadodara, Gujarat",Malaria Outbreak | Dengue Outbreak | TB Burden,High,155,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00039,2023,Jun,"Surat, Gujarat",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,Low,176,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00040,2021,Mar,"Vadodara, Gujarat",Malaria Outbreak,Medium,99,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00041,2023,Apr,"Mysuru, Karnataka",Dengue Outbreak | TB Burden,High,117,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00042,2021,Jul,"Lucknow, Uttar Pradesh",Dengue Outbreak | TB Burden,High,133,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00043,2022,Jun,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden,Medium,157,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00044,2022,Jul,"Mumbai, Maharashtra",Dengue Outbreak | Low Immunization,Medium,90,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00045,2022,Jun,"Coimbatore, Tamil Nadu",Malaria Outbreak | TB Burden | ASHA Worker Shortage,Low,178,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00046,2023,Jun,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,234,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00047,2023,Aug,"Varanasi, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak,Low,141,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00048,2022,Sep,"Surat, Gujarat",Malaria Outbreak,Low,169,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00049,2023,Jun,"Agra, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak,Medium,158,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00050,2021,Jan,"Howrah, West Bengal",Low Immunization,High,57,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00051,2023,Jan,"Coimbatore, Tamil Nadu",Malaria Outbreak | Low Immunization | ASHA Worker Shortage,High,113,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00052,2023,Jun,"Bengaluru, Karnataka",Malaria Outbreak | TB Burden,Low,160,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00053,2022,Sep,"Madurai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Low,179,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00054,2023,May,"Ahmedabad, Gujarat",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,186,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00055,2022,Apr,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak,Low,165,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00056,2023,Mar,"Surat, Gujarat",Malaria Outbreak,Low,135,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00057,2023,Sep,"Mumbai, Maharashtra",Malaria Outbreak | TB Burden | Low ANC Coverage,High,196,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00058,2022,Jun,"Patna, Bihar",Malaria Outbreak | ASHA Worker Shortage,Medium,98,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00059,2021,Apr,"Patna, Bihar",TB Burden,High,86,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00060,2022,Apr,"Vadodara, Gujarat",Malaria Outbreak,High,115,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00061,2021,Jan,"Muzaffarpur, Bihar",Malaria Outbreak | ASHA Worker Shortage,Low,118,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00062,2021,Jan,"Vadodara, Gujarat",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Low,177,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00063,2022,Feb,"Mumbai, Maharashtra",Malaria Outbreak | TB Burden,High,165,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00064,2023,Mar,"Nagpur, Maharashtra",TB Burden | Low ANC Coverage,High,80,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00065,2023,Jan,"Ahmedabad, Gujarat",Malaria Outbreak,Medium,113,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00066,2023,Jan,"Kolkata, West Bengal",TB Burden | Low ANC Coverage,High,83,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00067,2023,Apr,"Chennai, Tamil Nadu",Malaria Outbreak,High,135,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00068,2022,Mar,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden,Low,139,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00069,2022,May,"Gaya, Bihar",Malaria Outbreak | Low Institutional Deliveries,High,88,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00070,2021,Aug,"Vadodara, Gujarat",Low Immunization,Medium,84,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00071,2021,Jan,"Lucknow, Uttar Pradesh",Malaria Outbreak | TB Burden,High,148,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00072,2023,Sep,"Pune, Maharashtra",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries,Medium,171,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00073,2023,Feb,"Mysuru, Karnataka",Malaria Outbreak | TB Burden,Medium,111,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00074,2021,Mar,"Ahmedabad, Gujarat",Dengue Outbreak | TB Burden,High,142,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00075,2021,Apr,"Coimbatore, Tamil Nadu",TB Burden | Low Immunization,High,85,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00076,2022,Jul,"Muzaffarpur, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Immunization,High,188,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00077,2021,Apr,"Mumbai, Maharashtra",TB Burden,Low,108,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00078,2023,Feb,"Kolkata, West Bengal",General Health Monitoring,High,99,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00079,2021,Mar,"Siliguri, West Bengal",Malaria Outbreak,Medium,90,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00080,2021,Apr,"Lucknow, Uttar Pradesh",Malaria Outbreak,High,163,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00081,2023,Mar,"Kolkata, West Bengal",Malaria Outbreak | Dengue Outbreak,High,204,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00082,2021,Feb,"Kolkata, West Bengal",Malaria Outbreak | TB Burden,High,122,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00083,2022,Aug,"Muzaffarpur, Bihar",Malaria Outbreak | Low Institutional Deliveries,Medium,117,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00084,2021,Sep,"Kolkata, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden | Low ANC Coverage,Medium,225,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00085,2022,Mar,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden,High,179,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00086,2023,Mar,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden | Low ANC Coverage,Low,189,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00087,2023,Jun,"Howrah, West Bengal",Low ANC Coverage,Medium,62,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00088,2022,May,"Agra, Uttar Pradesh",Dengue Outbreak | TB Burden,Medium,142,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00089,2023,Apr,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden,Medium,172,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00090,2021,May,"Ahmedabad, Gujarat",Malaria Outbreak | TB Burden,High,166,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00091,2023,Mar,"Kolkata, West Bengal",Malaria Outbreak,Medium,118,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00092,2022,Jan,"Kolkata, West Bengal",Malaria Outbreak | TB Burden,Medium,142,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00093,2023,Apr,"Coimbatore, Tamil Nadu",Dengue Outbreak | TB Burden,Low,123,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00094,2021,May,"Mumbai, Maharashtra",Malaria Outbreak | Low Immunization,Medium,89,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00095,2023,Aug,"Bengaluru, Karnataka",Malaria Outbreak,Low,128,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00096,2021,Mar,"Muzaffarpur, Bihar",Dengue Outbreak | TB Burden | Low Immunization,Medium,143,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00097,2022,Jan,"Madurai, Tamil Nadu",Malaria Outbreak | TB Burden,Low,134,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00098,2022,Jul,"Bengaluru, Karnataka",General Health Monitoring,High,37,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00099,2022,Jun,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak,Low,162,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00100,2021,Aug,"Siliguri, West Bengal",Malaria Outbreak | TB Burden | Low Immunization | ASHA Worker Shortage,Low,127,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00101,2023,Sep,"Mysuru, Karnataka",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Medium,122,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00102,2022,Aug,"Kolkata, West Bengal",Dengue Outbreak | Low Institutional Deliveries,Medium,88,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00103,2023,Jan,"Surat, Gujarat",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Medium,148,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00104,2023,May,"Coimbatore, Tamil Nadu",TB Burden | Low Institutional Deliveries,Low,100,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00105,2023,Jul,"Varanasi, Uttar Pradesh",General Health Monitoring,Medium,91,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00106,2022,Apr,"Varanasi, Uttar Pradesh",Dengue Outbreak | ASHA Worker Shortage,Low,142,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00107,2022,Apr,"Mysuru, Karnataka",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Medium,192,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00108,2023,Feb,"Coimbatore, Tamil Nadu",Malaria Outbreak | Dengue Outbreak,High,150,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00109,2021,Jul,"Pune, Maharashtra",TB Burden,Medium,59,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00110,2021,Aug,"Muzaffarpur, Bihar",Dengue Outbreak | TB Burden | ASHA Worker Shortage,Medium,134,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00111,2023,Feb,"Madurai, Tamil Nadu",Dengue Outbreak | TB Burden | ASHA Worker Shortage,Low,113,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00112,2023,May,"Mysuru, Karnataka",Malaria Outbreak | TB Burden,Medium,136,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00113,2022,Jul,"Howrah, West Bengal",TB Burden | Low ANC Coverage,Low,66,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00114,2023,May,"Gaya, Bihar",Dengue Outbreak,Low,86,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00115,2021,May,"Nagpur, Maharashtra",Malaria Outbreak | TB Burden,Low,105,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00116,2022,Aug,"Madurai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak,Medium,164,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00117,2022,Mar,"Bengaluru, Karnataka",Low ANC Coverage,Low,70,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00118,2021,Sep,"Siliguri, West Bengal",Malaria Outbreak | Dengue Outbreak,Low,121,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00119,2021,Jun,"Ahmedabad, Gujarat",Dengue Outbreak | ASHA Worker Shortage,Low,104,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00120,2022,Jan,"Coimbatore, Tamil Nadu",Dengue Outbreak | ASHA Worker Shortage,Medium,118,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00121,2022,May,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden | Low ANC Coverage | ASHA Worker Shortage,Low,210,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00122,2023,Jan,"Madurai, Tamil Nadu",Dengue Outbreak,Low,100,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00123,2021,May,"Pune, Maharashtra",Dengue Outbreak | Low Immunization | Low Institutional Deliveries,Low,113,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00124,2022,May,"Gaya, Bihar",Dengue Outbreak,Low,90,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00125,2021,Feb,"Nagpur, Maharashtra",Dengue Outbreak | TB Burden,Low,141,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00126,2022,Jun,"Patna, Bihar",Malaria Outbreak,Medium,108,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00127,2021,Aug,"Pune, Maharashtra",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,166,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00128,2022,Apr,"Lucknow, Uttar Pradesh",ASHA Worker Shortage,High,44,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00129,2021,Jun,"Ahmedabad, Gujarat",Malaria Outbreak | Dengue Outbreak,Medium,175,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00130,2021,Jul,"Kolkata, West Bengal",TB Burden | Low Immunization | ASHA Worker Shortage,Medium,73,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00131,2023,Feb,"Agra, Uttar Pradesh",Dengue Outbreak,Low,84,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00132,2023,Jan,"Siliguri, West Bengal",Malaria Outbreak,Medium,133,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00133,2021,Jun,"Kolkata, West Bengal",Dengue Outbreak | TB Burden | Low Immunization,High,150,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00134,2022,Feb,"Coimbatore, Tamil Nadu",Malaria Outbreak,Medium,76,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00135,2021,May,"Hubli, Karnataka",Dengue Outbreak | Low Institutional Deliveries,High,96,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00136,2022,Jul,"Siliguri, West Bengal",Malaria Outbreak | TB Burden,Low,152,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00137,2022,Jul,"Hubli, Karnataka",Malaria Outbreak | TB Burden,Medium,191,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00138,2022,Sep,"Vadodara, Gujarat",Malaria Outbreak | Low ANC Coverage | ASHA Worker Shortage,Medium,81,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00139,2022,Jun,"Bengaluru, Karnataka",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,Low,223,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00140,2021,Jul,"Patna, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,Medium,203,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00141,2021,Sep,"Vadodara, Gujarat",Malaria Outbreak | Dengue Outbreak,High,182,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00142,2023,Sep,"Mumbai, Maharashtra",Malaria Outbreak | Dengue Outbreak | TB Burden,High,192,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00143,2022,Aug,"Muzaffarpur, Bihar",TB Burden,Low,80,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00144,2022,Sep,"Pune, Maharashtra",Malaria Outbreak | Dengue Outbreak,High,187,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00145,2023,Aug,"Lucknow, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden,High,184,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00146,2022,Jun,"Agra, Uttar Pradesh",Malaria Outbreak | TB Burden | Low ANC Coverage,Low,138,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00147,2023,Jan,"Agra, Uttar Pradesh",Malaria Outbreak,High,121,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00148,2021,Sep,"Ahmedabad, Gujarat",Malaria Outbreak | TB Burden,Low,140,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00149,2023,Jun,"Howrah, West Bengal",Malaria Outbreak | Dengue Outbreak | TB Burden | Low ANC Coverage | ASHA Worker Shortage,High,189,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00150,2022,Feb,"Surat, Gujarat",TB Burden | Low Immunization,High,56,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00151,2021,Jul,"Hubli, Karnataka",TB Burden | Low ANC Coverage,High,91,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00152,2023,Mar,"Gaya, Bihar",Dengue Outbreak,Low,130,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00153,2021,Jan,"Nagpur, Maharashtra",TB Burden,Low,62,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00154,2023,Jan,"Bengaluru, Karnataka",TB Burden | Low Institutional Deliveries | ASHA Worker Shortage,Low,73,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00155,2021,May,"Siliguri, West Bengal",TB Burden,Low,104,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00156,2023,May,"Nagpur, Maharashtra",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Immunization,Medium,177,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00157,2022,Apr,"Siliguri, West Bengal",Malaria Outbreak,High,131,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00158,2022,Mar,"Muzaffarpur, Bihar",Malaria Outbreak | ASHA Worker Shortage,Medium,139,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00159,2023,Aug,"Muzaffarpur, Bihar",Dengue Outbreak,Low,120,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00160,2021,Aug,"Ahmedabad, Gujarat",Malaria Outbreak | ASHA Worker Shortage,High,100,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00161,2021,Sep,"Gaya, Bihar",Malaria Outbreak | Dengue Outbreak | TB Burden,High,208,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00162,2021,Jun,"Mysuru, Karnataka",Malaria Outbreak,Low,161,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00163,2022,Apr,"Pune, Maharashtra",Malaria Outbreak | Dengue Outbreak | ASHA Worker Shortage,Medium,158,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00164,2021,Sep,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | Low Immunization,Medium,156,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00165,2023,May,"Muzaffarpur, Bihar",TB Burden,High,84,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00166,2022,Jul,"Vadodara, Gujarat",TB Burden,High,108,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00167,2021,Feb,"Mysuru, Karnataka",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,167,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00168,2022,Apr,"Muzaffarpur, Bihar",Dengue Outbreak | ASHA Worker Shortage,Low,94,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00169,2021,Mar,"Madurai, Tamil Nadu",Malaria Outbreak | Low ANC Coverage | ASHA Worker Shortage,High,159,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00170,2021,Feb,"Mysuru, Karnataka",Malaria Outbreak | Dengue Outbreak | TB Burden | ASHA Worker Shortage,Medium,193,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00171,2023,May,"Agra, Uttar Pradesh",TB Burden,Medium,92,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00172,2023,Jul,"Howrah, West Bengal",Malaria Outbreak | TB Burden,Low,123,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00173,2023,Jan,"Kolkata, West Bengal",Dengue Outbreak | TB Burden | ASHA Worker Shortage,High,125,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00174,2022,Feb,"Agra, Uttar Pradesh",Malaria Outbreak | Dengue Outbreak | TB Burden | Low ANC Coverage | Low Institutional Deliveries,High,182,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00175,2023,Jan,"Surat, Gujarat",Malaria Outbreak | ASHA Worker Shortage,High,110,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00176,2023,Aug,"Chennai, Tamil Nadu",Malaria Outbreak | Dengue Outbreak | TB Burden | Low Institutional Deliveries,Medium,222,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00177,2022,Aug,"Nagpur, Maharashtra",Malaria Outbreak | TB Burden,High,165,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00178,2021,May,"Mumbai, Maharashtra",Malaria Outbreak | TB Burden | Low Immunization | ASHA Worker Shortage,Low,118,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00179,2023,Mar,"Nagpur, Maharashtra",Dengue Outbreak | Low ANC Coverage,Medium,116,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00180,2021,Apr,"Pune, Maharashtra",Malaria Outbreak | TB Burden,High,135,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00181,2023,May,"Kolkata, West Bengal",TB Burden,Medium,123,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00182,2023,Aug,"Vadodara, Gujarat",Low ANC Coverage,Low,81,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
F20_REC00183,2021,Jan,"Siliguri, West Bengal",Dengue Outbreak | TB Burden,High,136,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00184,2022,Aug,"Nagpur, Maharashtra",Malaria Outbreak | TB Burden,Low,133,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00185,2021,Feb,"Gaya, Bihar",TB Burden | Low Immunization,High,124,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00186,2021,Jun,"Madurai, Tamil Nadu",Dengue Outbreak,High,81,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00187,2022,Jul,"Coimbatore, Tamil Nadu",Dengue Outbreak | TB Burden,Low,128,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00188,2021,Mar,"Bengaluru, Karnataka",Malaria Outbreak | Dengue Outbreak | TB Burden,Low,201,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00189,2021,Jul,"Nagpur, Maharashtra",TB Burden,Medium,110,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00190,2023,May,"Ahmedabad, Gujarat",Dengue Outbreak,Medium,78,UNICEF India,"Child immunization, ANC support, nutrition, disease surveillance"
F20_REC00191,2022,Mar,"Chennai, Tamil Nadu",Malaria Outbreak | TB Burden,High,190,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00192,2023,Jul,"Mysuru, Karnataka",Dengue Outbreak,High,101,HMIS,"Health data reporting, facility monitoring, program evaluation"
F20_REC00193,2023,Sep,"Hubli, Karnataka",Malaria Outbreak | TB Burden | ASHA Worker Shortage,High,114,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00194,2023,May,"Surat, Gujarat",Malaria Outbreak | Dengue Outbreak | Low Institutional Deliveries,Low,164,WHO India,"Disease monitoring, TB/malaria control, epidemiology, health system strengthening"
F20_REC00195,2022,Jul,"Lucknow, Uttar Pradesh",Dengue Outbreak,High,117,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F20_REC00196,2021,Jan,"Siliguri, West Bengal",Malaria Outbreak | Dengue Outbreak,High,200,CARE India,"Maternal & child health, nutrition, immunization, emergency response"
F20_REC00197,2021,Mar,"Pune, Maharashtra",Dengue Outbreak | ASHA Worker Shortage,Low,104,NFHS,"Health data collection, fertility & mortality tracking, policy research"
F20_REC00198,2021,Aug,"Agra, Uttar Pradesh",Malaria Outbreak | TB Burden,Medium,137,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F20_REC00199,2022,Feb,"Ahmedabad, Gujarat",Malaria Outbreak | Low Institutional Deliveries,Medium,128,Doctors For You,"Emergency medical relief, rural health camps, TB & dengue response"
F22_REC00000,2015,May,"Varanasi, Uttar Pradesh",Dengue Outbreak | Low Immunization,Low,98,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F22_REC00001,2017,Aug,"Patna, Bihar",Malaria Outbreak,Low,121,NHM,"Primary healthcare delivery, ASHA worker deployment, institutional delivery"
F22_REC00002,2015,Aug,"Vadodara, Gujarat",Malaria Outbreak | ASHA Worker Shortage,High,152,Smile Foundation,"Primary healthcare, mobile health units, community outreach, mother-child welfare"
